protein_a,protein_b,similarity_bf,similarity_cc,similarity_mf,similarity_avg
YLR170C,YLR131C,0.161,0.47,0.455,0.36200000000000004
YLR170C,YLR131C,0.161,0.47,0.455,0.36200000000000004
YLR170C,YLR132C,0.102,0.532,0.233,0.289
YLR170C,YLR132C,0.102,0.532,0.233,0.289
YLR170C,YLR135W,0.192,0.492,0.217,0.3003333333333333
YLR170C,YLR135W,0.192,0.492,0.217,0.3003333333333333
YLR170C,YLR166C,0.599,0.69,0.563,0.6173333333333333
YLR170C,YLR166C,0.599,0.69,0.563,0.6173333333333333
YLR170C,YLR253W,0.148,0.478,0.344,0.3233333333333333
YLR170C,YLR253W,0.148,0.478,0.344,0.3233333333333333
YLR170C,YLR254C,0.381,0.503,0.557,0.48033333333333333
YLR170C,YLR254C,0.381,0.503,0.557,0.48033333333333333
YLR170C,YLR258W,0.145,0.63,0.231,0.3353333333333333
YLR170C,YLR258W,0.145,0.63,0.231,0.3353333333333333
YLR170C,YLR259C,0.478,0.603,0.585,0.5553333333333333
YLR170C,YLR259C,0.478,0.603,0.585,0.5553333333333333
YLR170C,YLR260W,0.157,0.709,0.221,0.36233333333333334
YLR170C,YLR260W,0.157,0.709,0.221,0.36233333333333334
YLR170C,YLR284C,0.151,0.425,0.268,0.2813333333333333
YLR170C,YLR284C,0.151,0.425,0.268,0.2813333333333333
YLR170C,YLR286C,0.197,0.529,0.294,0.34
YLR170C,YLR286C,0.197,0.529,0.294,0.34
YLR170C,YLR288C,0.19,0.463,0.364,0.33899999999999997
YLR170C,YLR288C,0.19,0.463,0.364,0.33899999999999997
YLR170C,YLR289W,0.111,0.51,0.33,0.317
YLR170C,YLR289W,0.111,0.51,0.33,0.317
YLR170C,YLR291C,0.276,0.548,0.557,0.46033333333333343
YLR170C,YLR291C,0.276,0.548,0.557,0.46033333333333343
YLR170C,YLR292C,0.389,0.574,0.7,0.5543333333333332
YLR170C,YLR292C,0.389,0.574,0.7,0.5543333333333332
YLR170C,YLR293C,0.45,0.471,0.701,0.5406666666666666
YLR170C,YLR293C,0.45,0.471,0.701,0.5406666666666666
YLR170C,YLR294C,0.244,0.451,0.189,0.2946666666666667
YLR170C,YLR294C,0.244,0.451,0.189,0.2946666666666667
YLR174W,YLR174W,1,1,1,1
YLR174W,YLR174W,1,1,1,1
YLR174W,YLR175W,0.257,0.535,0.295,0.36233333333333334
YLR174W,YLR175W,0.257,0.535,0.295,0.36233333333333334
YLR174W,YLR176C,0.387,0.528,0.433,0.44933333333333336
YLR174W,YLR176C,0.387,0.528,0.433,0.44933333333333336
YLR174W,YLR178C,0.356,0.657,0.194,0.40233333333333327
YLR174W,YLR178C,0.356,0.657,0.194,0.40233333333333327
YLR174W,YLR179C,0.416,0.652,0.34,0.4693333333333334
YLR174W,YLR179C,0.416,0.652,0.34,0.4693333333333334
YLR174W,YLR180W,0.755,1,0.778,0.8443333333333333
YLR174W,YLR180W,0.755,1,0.778,0.8443333333333333
YLR174W,YLR181C,0.296,0.659,0.175,0.3766666666666667
YLR174W,YLR181C,0.296,0.659,0.175,0.3766666666666667
YLR174W,YLR182W,0.33,0.541,0.27,0.38033333333333336
YLR174W,YLR182W,0.33,0.541,0.27,0.38033333333333336
YLR174W,YLR183C,0.349,0.539,0.451,0.4463333333333333
YLR174W,YLR183C,0.349,0.539,0.451,0.4463333333333333
YLR174W,YLR185W,0.326,0.542,0.47,0.446
YLR174W,YLR185W,0.326,0.542,0.47,0.446
YLR174W,YLR186W,0.208,0.535,0.319,0.35400000000000004
YLR174W,YLR186W,0.208,0.535,0.319,0.35400000000000004
YLR174W,YLR188W,0.244,0.836,0.436,0.5053333333333333
YLR174W,YLR188W,0.244,0.836,0.436,0.5053333333333333
YLR174W,YLR141W,0.287,0.555,0.377,0.4063333333333334
YLR174W,YLR141W,0.287,0.555,0.377,0.4063333333333334
YLR174W,YLR144C,0.356,0.512,0.267,0.37833333333333335
YLR174W,YLR144C,0.356,0.512,0.267,0.37833333333333335
YLR174W,YLR145W,0.279,0.498,0.482,0.41966666666666663
YLR174W,YLR145W,0.279,0.498,0.482,0.41966666666666663
YLR174W,YLR147C,0.226,0.567,0.281,0.35799999999999993
YLR174W,YLR147C,0.226,0.567,0.281,0.35799999999999993
YLR174W,YLR148W,0.271,0.592,0.459,0.4406666666666667
YLR174W,YLR148W,0.271,0.592,0.459,0.4406666666666667
YLR174W,YLR150W,0.316,0.614,0.352,0.42733333333333334
YLR174W,YLR150W,0.316,0.614,0.352,0.42733333333333334
YLR174W,YLR151C,0.447,0.846,0.571,0.6213333333333333
YLR174W,YLR151C,0.447,0.846,0.571,0.6213333333333333
YLR174W,YLR163C,0.49,0.599,0.635,0.5746666666666667
YLR174W,YLR163C,0.49,0.599,0.635,0.5746666666666667
YLR174W,YLR164W,0.802,0.716,0.797,0.7716666666666666
YLR174W,YLR164W,0.802,0.716,0.797,0.7716666666666666
YLR174W,YLR119W,0.235,0.627,0.365,0.409
YLR174W,YLR119W,0.235,0.627,0.365,0.409
YLR174W,YLR120C,0.377,0.407,0.274,0.3526666666666667
YLR174W,YLR120C,0.377,0.407,0.274,0.3526666666666667
YLR174W,YLR128W,0.508,0.421,0.515,0.48133333333333334
YLR174W,YLR128W,0.508,0.421,0.515,0.48133333333333334
YLR174W,YLR129W,0.205,0.53,0.454,0.39633333333333337
YLR174W,YLR129W,0.205,0.53,0.454,0.39633333333333337
YLR174W,YLR130C,0.225,0.652,0.344,0.40700000000000003
YLR174W,YLR130C,0.225,0.652,0.344,0.40700000000000003
YLR174W,YLR131C,0.339,0.542,0.418,0.433
YLR174W,YLR131C,0.339,0.542,0.418,0.433
YLR174W,YLR132C,0.386,0.743,0.374,0.501
YLR174W,YLR132C,0.386,0.743,0.374,0.501
YLR174W,YLR135W,0.35,0.602,0.393,0.4483333333333333
YLR174W,YLR135W,0.35,0.602,0.393,0.4483333333333333
YLR174W,YLR166C,0.234,0.556,0.383,0.391
YLR174W,YLR166C,0.234,0.556,0.383,0.391
YLR174W,YLR253W,0.405,0.761,0.693,0.6196666666666667
YLR174W,YLR253W,0.405,0.761,0.693,0.6196666666666667
YLR174W,YLR254C,0.279,0.569,0.345,0.39766666666666667
YLR174W,YLR254C,0.279,0.569,0.345,0.39766666666666667
YLR174W,YLR258W,0.536,0.703,0.465,0.568
YLR174W,YLR258W,0.536,0.703,0.465,0.568
YLR174W,YLR259C,0.276,0.839,0.493,0.536
YLR174W,YLR259C,0.276,0.839,0.493,0.536
YLR174W,YLR260W,0.492,0.62,0.466,0.526
YLR174W,YLR260W,0.492,0.62,0.466,0.526
YLR174W,YLR284C,0.627,0.726,0.529,0.6273333333333334
YLR174W,YLR284C,0.627,0.726,0.529,0.6273333333333334
YLR174W,YLR286C,0.39,0.475,0.381,0.41533333333333333
YLR174W,YLR286C,0.39,0.475,0.381,0.41533333333333333
YLR174W,YLR288C,0.355,0.626,0.416,0.4656666666666667
YLR174W,YLR288C,0.355,0.626,0.416,0.4656666666666667
YLR174W,YLR289W,0.393,0.805,0.322,0.5066666666666667
YLR174W,YLR289W,0.393,0.805,0.322,0.5066666666666667
YLR174W,YLR291C,0.43,0.708,0.456,0.5313333333333333
YLR174W,YLR291C,0.43,0.708,0.456,0.5313333333333333
YLR174W,YLR292C,0.224,0.552,0.283,0.353
YLR174W,YLR292C,0.224,0.552,0.283,0.353
YLR174W,YLR293C,0.208,0.563,0.42,0.39699999999999996
YLR174W,YLR293C,0.208,0.563,0.42,0.39699999999999996
YLR174W,YLR294C,0.419,0.48,0.162,0.35366666666666663
YLR174W,YLR294C,0.419,0.48,0.162,0.35366666666666663
YLR175W,YLR175W,1,1,1,1
YLR175W,YLR175W,1,1,1,1
YLR175W,YLR176C,0.373,0.508,0.308,0.39633333333333337
YLR175W,YLR176C,0.373,0.508,0.308,0.39633333333333337
YLR175W,YLR178C,0.264,0.569,0.083,0.3053333333333333
YLR175W,YLR178C,0.264,0.569,0.083,0.3053333333333333
YLR175W,YLR179C,0.319,0.528,0.163,0.33666666666666667
YLR175W,YLR179C,0.319,0.528,0.163,0.33666666666666667
YLR175W,YLR180W,0.304,0.463,0.282,0.3496666666666666
YLR175W,YLR180W,0.304,0.463,0.282,0.3496666666666666
YLR175W,YLR181C,0.171,0.395,0.115,0.227
YLR175W,YLR181C,0.171,0.395,0.115,0.227
YLR175W,YLR182W,0.376,0.609,0.193,0.39266666666666666
YLR175W,YLR182W,0.376,0.609,0.193,0.39266666666666666
YLR175W,YLR183C,0.393,0.667,0.214,0.4246666666666667
YLR175W,YLR183C,0.393,0.667,0.214,0.4246666666666667
YLR175W,YLR185W,0.821,0.659,0.745,0.7416666666666667
YLR175W,YLR185W,0.821,0.659,0.745,0.7416666666666667
YLR175W,YLR186W,0.876,0.873,0.821,0.8566666666666668
YLR175W,YLR186W,0.876,0.873,0.821,0.8566666666666668
YLR175W,YLR188W,0.096,0.518,0.2,0.27133333333333337
YLR175W,YLR188W,0.096,0.518,0.2,0.27133333333333337
YLR175W,YLR141W,0.603,0.705,0.414,0.574
YLR175W,YLR141W,0.603,0.705,0.414,0.574
YLR175W,YLR144C,0.286,0.363,0.098,0.249
YLR175W,YLR144C,0.286,0.363,0.098,0.249
YLR175W,YLR145W,0.762,0.812,0.597,0.7236666666666668
YLR175W,YLR145W,0.762,0.812,0.597,0.7236666666666668
YLR175W,YLR147C,0.64,0.705,0.888,0.7443333333333334
YLR175W,YLR147C,0.64,0.705,0.888,0.7443333333333334
YLR175W,YLR148W,0.16,0.488,0.355,0.33433333333333337
YLR175W,YLR148W,0.16,0.488,0.355,0.33433333333333337
YLR175W,YLR150W,0.462,0.719,0.795,0.6586666666666666
YLR175W,YLR150W,0.462,0.719,0.795,0.6586666666666666
YLR175W,YLR151C,0.315,0.555,0.175,0.3483333333333334
YLR175W,YLR151C,0.315,0.555,0.175,0.3483333333333334
YLR175W,YLR163C,0.26,0.412,0.216,0.296
YLR175W,YLR163C,0.26,0.412,0.216,0.296
YLR175W,YLR164W,0.29,0.492,0.318,0.3666666666666667
YLR175W,YLR164W,0.29,0.492,0.318,0.3666666666666667
YLR175W,YLR119W,0.243,0.426,0.318,0.329
YLR175W,YLR119W,0.243,0.426,0.318,0.329
YLR175W,YLR120C,0.252,0.32,0.093,0.22166666666666668
YLR175W,YLR120C,0.252,0.32,0.093,0.22166666666666668
YLR175W,YLR128W,0.342,0.4,0.289,0.3436666666666666
YLR175W,YLR128W,0.342,0.4,0.289,0.3436666666666666
YLR175W,YLR129W,0.841,0.865,1,0.902
YLR175W,YLR129W,0.841,0.865,1,0.902
YLR175W,YLR130C,0.099,0.46,0.153,0.23733333333333337
YLR175W,YLR130C,0.099,0.46,0.153,0.23733333333333337
YLR175W,YLR131C,0.321,0.468,0.384,0.391
YLR175W,YLR131C,0.321,0.468,0.384,0.391
YLR175W,YLR132C,0.541,0.549,0.151,0.4136666666666667
YLR175W,YLR132C,0.541,0.549,0.151,0.4136666666666667
YLR175W,YLR135W,0.41,0.721,0.33,0.48700000000000004
YLR175W,YLR135W,0.41,0.721,0.33,0.48700000000000004
YLR175W,YLR166C,0.186,0.435,0.248,0.2896666666666667
YLR175W,YLR166C,0.186,0.435,0.248,0.2896666666666667
YLR175W,YLR253W,0.258,0.428,0.279,0.32166666666666666
YLR175W,YLR253W,0.258,0.428,0.279,0.32166666666666666
YLR175W,YLR254C,0.125,0.526,0.222,0.291
YLR175W,YLR254C,0.125,0.526,0.222,0.291
YLR175W,YLR258W,0.366,0.449,0.142,0.319
YLR175W,YLR258W,0.366,0.449,0.142,0.319
YLR175W,YLR259C,0.257,0.556,0.297,0.37000000000000005
YLR175W,YLR259C,0.257,0.556,0.297,0.37000000000000005
YLR175W,YLR260W,0.243,0.486,0.135,0.288
YLR175W,YLR260W,0.243,0.486,0.135,0.288
YLR175W,YLR284C,0.225,0.425,0.167,0.27233333333333337
YLR175W,YLR284C,0.225,0.425,0.167,0.27233333333333337
YLR175W,YLR286C,0.263,0.353,0.192,0.26933333333333337
YLR175W,YLR286C,0.263,0.353,0.192,0.26933333333333337
YLR175W,YLR288C,0.379,0.663,0.538,0.5266666666666667
YLR175W,YLR288C,0.379,0.663,0.538,0.5266666666666667
YLR175W,YLR289W,0.366,0.572,0.694,0.5439999999999999
YLR175W,YLR289W,0.366,0.572,0.694,0.5439999999999999
YLR175W,YLR291C,0.286,0.581,0.516,0.461
YLR175W,YLR291C,0.286,0.581,0.516,0.461
YLR175W,YLR292C,0.145,0.482,0.208,0.2783333333333333
YLR175W,YLR292C,0.145,0.482,0.208,0.2783333333333333
YLR175W,YLR293C,0.217,0.584,0.277,0.3593333333333333
YLR175W,YLR293C,0.217,0.584,0.277,0.3593333333333333
YLR175W,YLR294C,0.258,0.334,0.071,0.221
YLR175W,YLR294C,0.258,0.334,0.071,0.221
YLR176C,YLR176C,1,1,1,1
YLR176C,YLR176C,1,1,1,1
YLR176C,YLR178C,0.362,0.447,0.132,0.31366666666666665
YLR176C,YLR178C,0.362,0.447,0.132,0.31366666666666665
YLR176C,YLR179C,0.397,0.358,0.34,0.365
YLR176C,YLR179C,0.397,0.358,0.34,0.365
YLR176C,YLR180W,0.457,0.413,0.49,0.4533333333333333
YLR176C,YLR180W,0.457,0.413,0.49,0.4533333333333333
YLR176C,YLR181C,0.266,0.529,0.164,0.3196666666666667
YLR176C,YLR181C,0.266,0.529,0.164,0.3196666666666667
YLR176C,YLR182W,0.729,0.673,0.543,0.6483333333333334
YLR176C,YLR182W,0.729,0.673,0.543,0.6483333333333334
YLR176C,YLR183C,0.737,0.507,0.454,0.566
YLR176C,YLR183C,0.737,0.507,0.454,0.566
YLR176C,YLR185W,0.347,0.354,0.491,0.3973333333333333
YLR176C,YLR185W,0.347,0.354,0.491,0.3973333333333333
YLR176C,YLR186W,0.387,0.485,0.291,0.38766666666666666
YLR176C,YLR186W,0.387,0.485,0.291,0.38766666666666666
YLR176C,YLR188W,0.16,0.56,0.272,0.3306666666666667
YLR176C,YLR188W,0.16,0.56,0.272,0.3306666666666667
YLR176C,YLR141W,0.567,0.562,0.44,0.523
YLR176C,YLR141W,0.567,0.562,0.44,0.523
YLR176C,YLR144C,0.353,0.396,0.22,0.323
YLR176C,YLR144C,0.353,0.396,0.22,0.323
YLR176C,YLR145W,0.376,0.569,0.413,0.4526666666666666
YLR176C,YLR145W,0.376,0.569,0.413,0.4526666666666666
YLR176C,YLR147C,0.328,0.601,0.282,0.4036666666666667
YLR176C,YLR147C,0.328,0.601,0.282,0.4036666666666667
YLR176C,YLR148W,0.324,0.473,0.594,0.46366666666666667
YLR176C,YLR148W,0.324,0.473,0.594,0.46366666666666667
YLR176C,YLR150W,0.393,0.458,0.339,0.39666666666666667
YLR176C,YLR150W,0.393,0.458,0.339,0.39666666666666667
YLR176C,YLR151C,0.345,0.468,0.297,0.36999999999999994
YLR176C,YLR151C,0.345,0.468,0.297,0.36999999999999994
YLR176C,YLR163C,0.413,0.453,0.362,0.4093333333333333
YLR176C,YLR163C,0.413,0.453,0.362,0.4093333333333333
YLR176C,YLR164W,0.378,0.55,0.457,0.46166666666666667
YLR176C,YLR164W,0.378,0.55,0.457,0.46166666666666667
YLR176C,YLR119W,0.506,0.459,0.479,0.48133333333333334
YLR176C,YLR119W,0.506,0.459,0.479,0.48133333333333334
YLR176C,YLR120C,0.342,0.293,0.165,0.26666666666666666
YLR176C,YLR120C,0.342,0.293,0.165,0.26666666666666666
YLR176C,YLR128W,0.437,0.357,0.519,0.4376666666666667
YLR176C,YLR128W,0.437,0.357,0.519,0.4376666666666667
YLR176C,YLR129W,0.425,0.454,0.423,0.434
YLR176C,YLR129W,0.425,0.454,0.423,0.434
YLR176C,YLR130C,0.226,0.486,0.215,0.309
YLR176C,YLR130C,0.226,0.486,0.215,0.309
YLR176C,YLR131C,0.793,0.596,0.583,0.6573333333333333
YLR176C,YLR131C,0.793,0.596,0.583,0.6573333333333333
YLR176C,YLR132C,0.367,0.584,0.221,0.39066666666666666
YLR176C,YLR132C,0.367,0.584,0.221,0.39066666666666666
YLR176C,YLR135W,0.711,0.641,0.242,0.5313333333333333
YLR176C,YLR135W,0.711,0.641,0.242,0.5313333333333333
YLR176C,YLR166C,0.287,0.411,0.401,0.36633333333333334
YLR176C,YLR166C,0.287,0.411,0.401,0.36633333333333334
YLR176C,YLR253W,0.338,0.447,0.545,0.44333333333333336
YLR176C,YLR253W,0.338,0.447,0.545,0.44333333333333336
YLR176C,YLR254C,0.335,0.439,0.369,0.381
YLR176C,YLR254C,0.335,0.439,0.369,0.381
YLR176C,YLR258W,0.393,0.334,0.3,0.3423333333333334
YLR176C,YLR258W,0.393,0.334,0.3,0.3423333333333334
YLR176C,YLR259C,0.446,0.524,0.449,0.47300000000000003
YLR176C,YLR259C,0.446,0.524,0.449,0.47300000000000003
YLR176C,YLR260W,0.332,0.526,0.39,0.4160000000000001
YLR176C,YLR260W,0.332,0.526,0.39,0.4160000000000001
YLR176C,YLR284C,0.283,0.495,0.295,0.35766666666666663
YLR176C,YLR284C,0.283,0.495,0.295,0.35766666666666663
YLR176C,YLR286C,0.494,0.358,0.288,0.37999999999999995
YLR176C,YLR286C,0.494,0.358,0.288,0.37999999999999995
YLR176C,YLR288C,0.779,0.607,0.511,0.6323333333333334
YLR176C,YLR288C,0.779,0.607,0.511,0.6323333333333334
YLR176C,YLR289W,0.366,0.443,0.324,0.37766666666666665
YLR176C,YLR289W,0.366,0.443,0.324,0.37766666666666665
YLR176C,YLR291C,0.575,0.448,0.493,0.5053333333333333
YLR176C,YLR291C,0.575,0.448,0.493,0.5053333333333333
YLR176C,YLR292C,0.238,0.485,0.322,0.34833333333333333
YLR176C,YLR292C,0.238,0.485,0.322,0.34833333333333333
YLR176C,YLR293C,0.416,0.571,0.454,0.4803333333333333
YLR176C,YLR293C,0.416,0.571,0.454,0.4803333333333333
YLR176C,YLR294C,0.348,0.425,0.106,0.293
YLR176C,YLR294C,0.348,0.425,0.106,0.293
YLR178C,YLR178C,1,1,1,1
YLR178C,YLR178C,1,1,1,1
YLR178C,YLR179C,0.339,0.52,0.145,0.33466666666666667
YLR178C,YLR179C,0.339,0.52,0.145,0.33466666666666667
YLR178C,YLR180W,0.371,0.368,0.221,0.32
YLR178C,YLR180W,0.371,0.368,0.221,0.32
YLR178C,YLR181C,0.283,0.516,0.299,0.36599999999999994
YLR178C,YLR181C,0.283,0.516,0.299,0.36599999999999994
YLR178C,YLR182W,0.306,0.447,0.151,0.30133333333333334
YLR178C,YLR182W,0.306,0.447,0.151,0.30133333333333334
YLR178C,YLR183C,0.332,0.569,0.13,0.34366666666666673
YLR178C,YLR183C,0.332,0.569,0.13,0.34366666666666673
YLR178C,YLR185W,0.272,0.453,0.142,0.28900000000000003
YLR178C,YLR185W,0.272,0.453,0.142,0.28900000000000003
YLR178C,YLR186W,0.225,0.539,0.114,0.2926666666666667
YLR178C,YLR186W,0.225,0.539,0.114,0.2926666666666667
YLR178C,YLR188W,0.148,0.586,0.165,0.2996666666666667
YLR178C,YLR188W,0.148,0.586,0.165,0.2996666666666667
YLR178C,YLR141W,0.311,0.605,0.074,0.32999999999999996
YLR178C,YLR141W,0.311,0.605,0.074,0.32999999999999996
YLR178C,YLR144C,0.255,0.418,0.185,0.28600000000000003
YLR178C,YLR144C,0.255,0.418,0.185,0.28600000000000003
YLR178C,YLR145W,0.325,0.539,0.227,0.36366666666666675
YLR178C,YLR145W,0.325,0.539,0.227,0.36366666666666675
YLR178C,YLR147C,0.216,0.519,0.087,0.27399999999999997
YLR178C,YLR147C,0.216,0.519,0.087,0.27399999999999997
YLR178C,YLR148W,0.173,0.618,0.136,0.309
YLR178C,YLR148W,0.173,0.618,0.136,0.309
YLR178C,YLR150W,0.239,0.453,0.117,0.26966666666666667
YLR178C,YLR150W,0.239,0.453,0.117,0.26966666666666667
YLR178C,YLR151C,0.471,0.54,0.323,0.4446666666666667
YLR178C,YLR151C,0.471,0.54,0.323,0.4446666666666667
YLR178C,YLR163C,0.326,0.54,0.228,0.3646666666666667
YLR178C,YLR163C,0.326,0.54,0.228,0.3646666666666667
YLR178C,YLR164W,0.379,0.586,0.186,0.38366666666666666
YLR178C,YLR164W,0.379,0.586,0.186,0.38366666666666666
YLR178C,YLR119W,0.304,0.479,0.13,0.3043333333333333
YLR178C,YLR119W,0.304,0.479,0.13,0.3043333333333333
YLR178C,YLR120C,0.471,0.714,0.701,0.6286666666666667
YLR178C,YLR120C,0.471,0.714,0.701,0.6286666666666667
YLR178C,YLR128W,0.474,0.248,0.168,0.2966666666666667
YLR178C,YLR128W,0.474,0.248,0.168,0.2966666666666667
YLR178C,YLR129W,0.234,0.522,0.082,0.2793333333333333
YLR178C,YLR129W,0.234,0.522,0.082,0.2793333333333333
YLR178C,YLR130C,0.158,0.714,0.073,0.315
YLR178C,YLR130C,0.158,0.714,0.073,0.315
YLR178C,YLR131C,0.298,0.447,0.103,0.2826666666666667
YLR178C,YLR131C,0.298,0.447,0.103,0.2826666666666667
YLR178C,YLR132C,0.357,0.586,0.305,0.416
YLR178C,YLR132C,0.357,0.586,0.305,0.416
YLR178C,YLR135W,0.332,0.605,0.273,0.4033333333333333
YLR178C,YLR135W,0.332,0.605,0.273,0.4033333333333333
YLR178C,YLR166C,0.148,0.432,0.131,0.237
YLR178C,YLR166C,0.148,0.432,0.131,0.237
YLR178C,YLR253W,0.309,0.586,0.207,0.36733333333333335
YLR178C,YLR253W,0.309,0.586,0.207,0.36733333333333335
YLR178C,YLR254C,0.189,0.44,0.136,0.255
YLR178C,YLR254C,0.189,0.44,0.136,0.255
YLR178C,YLR258W,0.383,0.317,0.266,0.322
YLR178C,YLR258W,0.383,0.317,0.266,0.322
YLR178C,YLR259C,0.189,0.662,0.154,0.33499999999999996
YLR178C,YLR259C,0.189,0.662,0.154,0.33499999999999996
YLR178C,YLR260W,0.316,0.515,0.276,0.369
YLR178C,YLR260W,0.316,0.515,0.276,0.369
YLR178C,YLR284C,0.333,0.572,0.3,0.40166666666666667
YLR178C,YLR284C,0.333,0.572,0.3,0.40166666666666667
YLR178C,YLR286C,0.29,0.714,0.278,0.42733333333333334
YLR178C,YLR286C,0.29,0.714,0.278,0.42733333333333334
YLR178C,YLR288C,0.344,0.605,0.123,0.35733333333333334
YLR178C,YLR288C,0.344,0.605,0.123,0.35733333333333334
YLR178C,YLR289W,0.389,0.657,0.122,0.38933333333333336
YLR178C,YLR289W,0.389,0.657,0.122,0.38933333333333336
YLR178C,YLR291C,0.412,0.481,0.234,0.37566666666666665
YLR178C,YLR291C,0.412,0.481,0.234,0.37566666666666665
YLR178C,YLR292C,0.253,0.566,0.148,0.3223333333333333
YLR178C,YLR292C,0.253,0.566,0.148,0.3223333333333333
YLR178C,YLR293C,0.198,0.569,0.201,0.32266666666666666
YLR178C,YLR293C,0.198,0.569,0.201,0.32266666666666666
YLR178C,YLR294C,0.275,0.381,0.105,0.25366666666666665
YLR178C,YLR294C,0.275,0.381,0.105,0.25366666666666665
YLR179C,YLR179C,1,1,1,1
YLR179C,YLR179C,1,1,1,1
YLR179C,YLR180W,0.48,0.481,0.34,0.43366666666666664
YLR179C,YLR180W,0.48,0.481,0.34,0.43366666666666664
YLR179C,YLR181C,0.206,0.486,0.214,0.302
YLR179C,YLR181C,0.206,0.486,0.214,0.302
YLR179C,YLR182W,0.308,0.432,0.214,0.318
YLR179C,YLR182W,0.308,0.432,0.214,0.318
YLR179C,YLR183C,0.36,0.466,0.262,0.3626666666666667
YLR179C,YLR183C,0.36,0.466,0.262,0.3626666666666667
YLR179C,YLR185W,0.51,0.766,1,0.7586666666666666
YLR179C,YLR185W,0.51,0.766,1,0.7586666666666666
YLR179C,YLR186W,0.298,0.554,0.163,0.3383333333333334
YLR179C,YLR186W,0.298,0.554,0.163,0.3383333333333334
YLR179C,YLR188W,0.135,0.545,0.262,0.314
YLR179C,YLR188W,0.135,0.545,0.262,0.314
YLR179C,YLR141W,0.483,0.538,0.34,0.45366666666666666
YLR179C,YLR141W,0.483,0.538,0.34,0.45366666666666666
YLR179C,YLR144C,0.344,0.321,0.181,0.28200000000000003
YLR179C,YLR144C,0.344,0.321,0.181,0.28200000000000003
YLR179C,YLR145W,0.386,0.509,0.34,0.4116666666666667
YLR179C,YLR145W,0.386,0.509,0.34,0.4116666666666667
YLR179C,YLR147C,0.296,0.562,0.163,0.3403333333333334
YLR179C,YLR147C,0.296,0.562,0.163,0.3403333333333334
YLR179C,YLR148W,0.181,0.391,0.34,0.30400000000000005
YLR179C,YLR148W,0.181,0.391,0.34,0.30400000000000005
YLR179C,YLR150W,0.46,0.676,1,0.7120000000000001
YLR179C,YLR150W,0.46,0.676,1,0.7120000000000001
YLR179C,YLR151C,0.4,0.702,0.262,0.4546666666666666
YLR179C,YLR151C,0.4,0.702,0.262,0.4546666666666666
YLR179C,YLR163C,0.348,0.462,0.34,0.38333333333333336
YLR179C,YLR163C,0.348,0.462,0.34,0.38333333333333336
YLR179C,YLR164W,0.391,0.51,0.34,0.4136666666666667
YLR179C,YLR164W,0.391,0.51,0.34,0.4136666666666667
YLR179C,YLR119W,0.206,0.468,0.262,0.312
YLR179C,YLR119W,0.206,0.468,0.262,0.312
YLR179C,YLR120C,0.366,0.224,0.181,0.25699999999999995
YLR179C,YLR120C,0.366,0.224,0.181,0.25699999999999995
YLR179C,YLR128W,0.455,0.314,0.34,0.36966666666666664
YLR179C,YLR128W,0.455,0.314,0.34,0.36966666666666664
YLR179C,YLR129W,0.294,0.54,0.146,0.3266666666666667
YLR179C,YLR129W,0.294,0.54,0.146,0.3266666666666667
YLR179C,YLR130C,0.126,0.397,0.158,0.227
YLR179C,YLR130C,0.126,0.397,0.158,0.227
YLR179C,YLR131C,0.319,0.361,0.34,0.34
YLR179C,YLR131C,0.319,0.361,0.34,0.34
YLR179C,YLR132C,0.527,0.561,0.141,0.4096666666666667
YLR179C,YLR132C,0.527,0.561,0.141,0.4096666666666667
YLR179C,YLR135W,0.333,0.517,0.262,0.3706666666666667
YLR179C,YLR135W,0.333,0.517,0.262,0.3706666666666667
YLR179C,YLR166C,0.153,0.318,0.262,0.24433333333333332
YLR179C,YLR166C,0.153,0.318,0.262,0.24433333333333332
YLR179C,YLR253W,0.314,0.601,0.34,0.4183333333333334
YLR179C,YLR253W,0.314,0.601,0.34,0.4183333333333334
YLR179C,YLR254C,0.196,0.479,0.262,0.31233333333333335
YLR179C,YLR254C,0.196,0.479,0.262,0.31233333333333335
YLR179C,YLR258W,0.413,0.469,0.34,0.4073333333333333
YLR179C,YLR258W,0.413,0.469,0.34,0.4073333333333333
YLR179C,YLR259C,0.219,0.591,0.34,0.3833333333333333
YLR179C,YLR259C,0.219,0.591,0.34,0.3833333333333333
YLR179C,YLR260W,0.398,0.411,0.34,0.383
YLR179C,YLR260W,0.398,0.411,0.34,0.383
YLR179C,YLR284C,0.336,0.534,0.34,0.4033333333333334
YLR179C,YLR284C,0.336,0.534,0.34,0.4033333333333334
YLR179C,YLR286C,0.32,0.273,0.214,0.26899999999999996
YLR179C,YLR286C,0.32,0.273,0.214,0.26899999999999996
YLR179C,YLR288C,0.336,0.554,0.262,0.38400000000000006
YLR179C,YLR288C,0.336,0.554,0.262,0.38400000000000006
YLR179C,YLR289W,0.775,0.863,1,0.8793333333333333
YLR179C,YLR289W,0.775,0.863,1,0.8793333333333333
YLR179C,YLR291C,0.615,0.533,0.34,0.49600000000000005
YLR179C,YLR291C,0.615,0.533,0.34,0.49600000000000005
YLR179C,YLR292C,0.177,0.439,0.214,0.27666666666666667
YLR179C,YLR292C,0.177,0.439,0.214,0.27666666666666667
YLR179C,YLR293C,0.174,0.474,0.34,0.3293333333333333
